name,url,country,location,qs_ranking_preview,the_ranking_preview,arwu_ranking_preview,bachelor_from,bachelor_to,master_from,master_to,doctorate_from,doctorate_to,location_full,establishment_year,total_students,international_students,female_students,acceptance_rate,qs_rating,the_rating,rating_usa,iso3_code,country_name,iso2_code,gdp,unemployment_rate,school_enrollment_tert,adult_literacy_rate,heritage_year,economic_freedom_score
Sardar Vallabhbhai National Institute of Technology,https://www.unipage.net/en/16578/sardar_vallabhbhai_national_institute_of_technology,IN,"India,Surat",,,,"5,000","5,000","5,000","5,000",,,"Surat, India",1961.0,"3,999",,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
University of the Point,https://www.unipage.net/en/787/university_of_the_point,AR,"Argentina,La Punta",,,,,,,,,,"La Punta, Argentina",,,,,,,,,ARG,Argentina,AR,633266692533.689,7.876,107.822574129434,99.1399993896484,2025.0,54.2
Jacksonville University,https://www.unipage.net/en/11120/jacksonville_university,US,"United States,Jacksonville",,,,"19,995","19,995","19,995","19,995",,,"Jacksonville, United States",1934.0,"4,999",,,90%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
University of Mauritius,https://www.unipage.net/en/22515/university_of_mauritius,MU,"Mauritius,Moka",,,,,,756,"4,788",,,"Moka, Mauritius",1965.0,"8,167",81,54%,70%,,,,MUS,Mauritius,MU,14952555414.8553,5.476,45.7771156388358,94.3265215627,2025.0,75.0
University of Technology Iraq,https://www.unipage.net/en/18908/university_of_technology_iraq,IQ,"Iraq,Baghdad",,1001.0,,,,,,,,"Baghdad, Iraq",1960.0,"9,309",9,47%,,,,,IRQ,Iraq,IQ,279641257615.385,15.524,15.5580997467041,84.0588635813164,,
Hasso Plattner Institute,https://www.unipage.net/en/6154/hasso_plattner_institute,DE,"Germany,Potsdam",,,,,,,,,,"Potsdam, Germany",,,,,,,,,DEU,Germany,DE,4659929336890.62,3.406,78.5947494506836,,2025.0,71.6
Pontifical University of the Holy Cross,https://www.unipage.net/en/6777/pontifical_university_of_the_holy_cross,IT,"Italy,Rome",,,,"5,000","5,000","5,000","5,000",,,"Rome, Italy",1984.0,"1,999",,,,,,,ITA,Italy,IT,2372774547793.12,6.778,75.9496536254883,99.3499984741211,2025.0,60.9
Khakass State University named after NF Katanov,https://www.unipage.net/en/8107/khakass_state_university_named_after_nf_katanov,RU,"Russia,Abakan",,,,,,,,,,"Abakan, Russia",1994.0,"6,999",,,,,,,RUS,Russian Federation,RU,2173835806671.66,2.527,60.3891235376867,99.9300003051758,,
Okan University,https://www.unipage.net/en/9871/okan_university,TR,"Turkey,Istanbul",,,,,,,,,,"Istanbul, Turkey",1999.0,"5,999",,,,,,,TUR,Turkiye,TR,1323254808058.74,8.449,127.577972412109,97.2600021362305,,
Universidad Centroccidental Lisandro Alvarado,https://www.unipage.net/en/4704/universidad_centroccidental_lisandro_alvarado,VE,"Venezuela,Barquisimeto",,,,,,,,,,"Barquisimeto, Venezuela",1962.0,,,,,,,,VEN,"Venezuela, RB",VE,482359318767.703,5.475,78.2699203491211,97.1867494381301,,
Daedong University,https://www.unipage.net/en/19197/daedong_university,JP,"Japan,Nagoya",,,,,,,,,,"Nagoya, Japan",1939.0,,,,,,,,JPN,Japan,JP,4026210821146.81,2.563,64.8912200927734,,2025.0,70.2
Bemidji State University,https://www.unipage.net/en/11219/bemidji_state_university,US,"United States,Bemidji",,,,"10,127","18,411","5,339","9,220",,,"Bemidji, United States",1919.0,"3,533",,,78%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Zaporizhzhia State Medical University,https://www.unipage.net/en/10051/zaporizhzhia_state_medical_university,UA,Ukraine,,,,"5,000","5,000","5,000","5,000",,,Ukraine,1959.0,999,,,100%,,,,UKR,Ukraine,UA,190741263731.535,9.834,85.2667604023424,99.4300003051758,,
Universidad Autónoma de Guadalajara,https://www.unipage.net/en/3508/universidad_aut_noma_de_guadalajara,MX,"Mexico,Guadalajara",1201.0,,,,,,,,,"Guadalajara, Mexico",1935.0,"19,999","1,550",,,,,,MEX,Mexico,MX,1852722885258.11,2.711,47.474681854248,95.7654716766416,2025.0,61.3
Technological Institute of Colima,https://www.unipage.net/en/3634/technological_institute_of_colima,MX,"Mexico,Colima",,,,,,,,,,"Colima, Mexico",1976.0,,,,,,,,MEX,Mexico,MX,1852722885258.11,2.711,47.474681854248,95.7654716766416,2025.0,61.3
Mahamakut Buddhist University,https://www.unipage.net/en/21689/mahamakut_buddhist_university,TH,"Thailand,Bangkok",,,,"1,000","1,000","1,000","1,000",,,"Bangkok, Thailand",1945.0,"7,999",,,,,,,THA,Thailand,TH,526411265427.683,0.693,44.9845744019321,91.0999984741211,2025.0,60.6
Maryland University of Integrative Health,https://www.unipage.net/en/12267/maryland_university_of_integrative_health,US,"United States,Laurel",,,,,,,,,,"Laurel, United States",1974.0,999,,,,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Golden Gate University,https://www.unipage.net/en/11399/golden_gate_university,US,"United States,San Francisco",,,,,,"56,235","56,235",,,"San Francisco, United States",1901.0,"2,661",,,0%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Indian Institute of Technology Ropar,https://www.unipage.net/en/16429/indian_institute_of_technology_ropar,IN,"India,Ropar",,801.0,,"2,684","2,684",114,182,,,"Ropar, India",2008.0,"1,876",,18%,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
Chippewa Valley Technical College,https://www.unipage.net/en/12548/chippewa_valley_technical_college,US,"United States,Eau Claire",,,,"6,791","6,791",,,,,"Eau Claire, United States",,,,,0%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Sakon Nakhon Rajabhat University,https://www.unipage.net/en/21716/sakon_nakhon_rajabhat_university,TH,"Thailand,Sakon Nakhon",,,,,,,,,,"Sakon Nakhon, Thailand",1964.0,,,,,,,,THA,Thailand,TH,526411265427.683,0.693,44.9845744019321,91.0999984741211,2025.0,60.6
German Sport University Cologne,https://www.unipage.net/en/6146/german_sport_university_cologne,DE,"Germany,Koeln",,,,"1,000","1,000","1,000","1,000",,,"Koeln, Germany",1947.0,"5,999",,,50%,,,,DEU,Germany,DE,4659929336890.62,3.406,78.5947494506836,,2025.0,71.6
State University of New York Suffolk County Community College,https://www.unipage.net/en/11278/state_university_of_new_york_suffolk_county_community_college,US,United States,,,,,,,,,,United States,,,,,,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Union College,https://www.unipage.net/en/10729/union_college,US,"United States,New York",,,801.0,"63,937","63,937",,,,,"New York, United States",1795.0,,,,47%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Brookdale Community College,https://www.unipage.net/en/11203/brookdale_community_college,US,"United States,Lincroft",,,,"9,695","9,695",,,,,"Lincroft, United States",,,,,0%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Université du Québec en Outaouais,https://www.unipage.net/en/2527/universit_du_qu_bec_en_outaouais,CA,"Canada,Gatineau",,,,"12,500","12,500","12,500","12,500",,,"Gatineau, Canada",1981.0,"5,999",,,,,,,CAN,Canada,CA,2241253230970.34,6.45,76.2586212158203,,2025.0,75.5
Kun Shan University,https://www.unipage.net/en/21496/kun_shan_university,TW,"Taiwan,Tainan",,,,"4,999","4,999","4,999","4,999",,,"Tainan, Taiwan",1965.0,"14,999",,,,,,,,,,,,,,,
Tomsk State University of Architecture and Building,https://www.unipage.net/en/8043/tomsk_state_university_of_architecture_and_building,RU,"Russia,Tomsk",,,,"2,500","2,500","2,500","2,500",,,"Tomsk, Russia",1931.0,"6,999",,,30%,,,,RUS,Russian Federation,RU,2173835806671.66,2.527,60.3891235376867,99.9300003051758,,
Mahatma Gandhi Kashi Vidyapeeth,https://www.unipage.net/en/16771/mahatma_gandhi_kashi_vidyapeeth,IN,"India,Varanasi",,,,,,,,,,"Varanasi, India",1921.0,"7,999",,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
University of Wisconsin-River Falls,https://www.unipage.net/en/11268/university_of_wisconsin_river_falls,US,"United States,River Falls",,,,"15,607","16,883","5,998","28,853",,,"River Falls, United States",1874.0,"4,739",,,84%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Saratov State Socio-Economic University,https://www.unipage.net/en/8016/saratov_state_socio_economic_university,RU,"Russia,Saratov",,,,,,,,,,"Saratov, Russia",1931.0,"4,999",,,,,,,RUS,Russian Federation,RU,2173835806671.66,2.527,60.3891235376867,99.9300003051758,,
"Federal Institute of Education, Science and Technology of Ceará",https://www.unipage.net/en/1123/federal_institute_of_education_science_and_technology_of_cear,BR,Brazil,,,,,,,,,,Brazil,,,,,,,,,BRA,Brazil,BR,2179412080828.59,7.634,60.3906211853027,94.8005123042056,2025.0,55.1
Lynn University,https://www.unipage.net/en/113/lynn_university,US,"United States,Boca Raton",,,,"41,550","41,550","20,000","20,000",,,"Boca Raton, United States",1962.0,"3,517",,,80%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Zhetysu State University named after I. Zhansugurova,https://www.unipage.net/en/20036/zhetysu_state_university_named_after_i_zhansugurova,KZ,"Kazakhstan,Taldykorgan",,,,,,,,,,"Taldykorgan, Kazakhstan",1972.0,"6,999",,,,,,,KAZ,Kazakhstan,KZ,288406138230.669,4.794,53.4564204414133,99.7300033569336,2025.0,63.8
Lake Forest College,https://www.unipage.net/en/11018/lake_forest_college,US,"United States,Lake Forest",,,,"52,902","52,902","20,000","20,000",,,"Lake Forest, United States",1857.0,"1,750",,,60%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Los Angeles Mission College,https://www.unipage.net/en/11590/los_angeles_mission_college,US,"United States,Los Angeles",,,,,,,,,,"Los Angeles, United States",1975.0,,,,,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
University of Applied Sciences in Munster,https://www.unipage.net/en/6151/university_of_applied_sciences_in_munster,DE,"Germany,Muenster",,,,"1,000","1,000","1,000","1,000",,,"Muenster, Germany",1971.0,"9,999",,,,,,,DEU,Germany,DE,4659929336890.62,3.406,78.5947494506836,,2025.0,71.6
Russian University of Transport,https://www.unipage.net/en/7957/russian_university_of_transport,RU,"Russia,Moscow",,,,,,,,,,"Moscow, Russia",1896.0,"14,999",,,,,,,RUS,Russian Federation,RU,2173835806671.66,2.527,60.3891235376867,99.9300003051758,,
Sapporo Medical University,https://www.unipage.net/en/19033/sapporo_medical_university,JP,"Japan,Sapporo",,1201.0,,,,,,,,"Sapporo, Japan",1950.0,"1,294",,45%,30%,,,,JPN,Japan,JP,4026210821146.81,2.563,64.8912200927734,,2025.0,70.2
National University of Entre Ríos,https://www.unipage.net/en/751/national_university_of_entre_r_os,AR,"Argentina,Concepcion del Uruguay",,,,"1,000","1,000","1,000","1,000",,,"Concepcion del Uruguay, Argentina",1973.0,"14,999",,,,,,,ARG,Argentina,AR,633266692533.689,7.876,107.822574129434,99.1399993896484,2025.0,54.2
Cape Fear Community College,https://www.unipage.net/en/11726/cape_fear_community_college,US,"United States,Wilmington",,,,,,,,,,"Wilmington, United States",,,,,,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Goa University,https://www.unipage.net/en/16391/goa_university,IN,"India,Marmagao",,,,,,,,,,"Marmagao, India",1985.0,"2,820",84,65%,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
Zuyd University of Applied Sciences,https://www.unipage.net/en/7094/zuyd_university_of_applied_sciences,NL,"Netherlands,Heerlen",,,,,,,,,,"Heerlen, Netherlands",2001.0,"14,999",,,,,,,NLD,Netherlands,NL,1227543925316.41,3.599,86.5938262939453,,2025.0,78.2
Bryant University,https://www.unipage.net/en/11006/bryant_university,US,"United States,Smithfield",,,,"49,329","49,329","20,000","20,000",,,"Smithfield, United States",1863.0,"3,525",,,69%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Ivan Kozhedub Kharkiv National Air Force University,https://www.unipage.net/en/10157/ivan_kozhedub_kharkiv_national_air_force_university,UA,"Ukraine,Kharkiv",,,,,,,,,,"Kharkiv, Ukraine",,,,,,,,,UKR,Ukraine,UA,190741263731.535,9.834,85.2667604023424,99.4300003051758,,
Technological University of Queretaro,https://www.unipage.net/en/3601/technological_university_of_queretaro,MX,"Mexico,Santiago de Queretaro",,,,,,,,,,"Santiago de Queretaro, Mexico",1994.0,,,,,,,,MEX,Mexico,MX,1852722885258.11,2.711,47.474681854248,95.7654716766416,2025.0,61.3
Voronezh State Technical University,https://www.unipage.net/en/56/voronezh_state_technical_university,RU,"Russia,Voronezh",,,,618,618,,,,,"Voronezh, Russia",1955.0,"11,056",743,,,,,,RUS,Russian Federation,RU,2173835806671.66,2.527,60.3891235376867,99.9300003051758,,
San Sebastian University,https://www.unipage.net/en/2818/san_sebastian_university,CL,"Chile,Concepcion",,,,,,,,,,"Concepcion, Chile",1990.0,"19,698",,62%,,,,,CHL,Chile,CL,330267137371.592,9.056,104.734062194824,96.4000015258789,2025.0,73.2
Kırıkkale University,https://www.unipage.net/en/9855/k_r_kkale_university,TR,"Turkey,Kirikkale",,,,,,,,,,"Kirikkale, Turkey",1992.0,"27,869",278,49%,,,,,TUR,Turkiye,TR,1323254808058.74,8.449,127.577972412109,97.2600021362305,,
Jan Evangelista Purkyně University in Ústí nad Labem,https://www.unipage.net/en/5295/jan_evangelista_purkyn_university_in_st_nad_labem,CZ,"Czech Republic,Usti nad Labem",,,,"1,300","1,300","1,300","1,300",,,"Usti nad Labem, Czech Republic",1991.0,"7,394",221,68%,52%,,,,CZE,Czechia,CZ,345036675975.047,2.506,66.7282867431641,,,
Saginaw Valley State University,https://www.unipage.net/en/10986/saginaw_valley_state_university,US,"United States,Bay City",,,,"27,164","27,164","17,500","17,500",,,"Bay City, United States",1963.0,"6,890",,,76%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Harokopio University of Athens,https://www.unipage.net/en/6498/harokopio_university_of_athens,GR,"Greece,Athens",,601.0,,791,791,791,791,,,"Athens, Greece",1990.0,"3,697",147,53%,,,,,GRC,Greece,GR,257144811301.673,10.133,165.113418579102,93.9100036621094,2025.0,60.6
Otsuma Women's University,https://www.unipage.net/en/19307/otsuma_womens_university,JP,"Japan,Tokyo",,,,,,,,,,"Tokyo, Japan",1949.0,,,,,,,,JPN,Japan,JP,4026210821146.81,2.563,64.8912200927734,,2025.0,70.2
Cambrian College of Applied Arts and Technology,https://www.unipage.net/en/2565/cambrian_college_of_applied_arts_and_technology,CA,"Canada,Greater Sudbury",,,,,,,,,,"Greater Sudbury, Canada",1967.0,,,,,,,,CAN,Canada,CA,2241253230970.34,6.45,76.2586212158203,,2025.0,75.5
Bharati Vidyapeeth,https://www.unipage.net/en/16386/bharati_vidyapeeth,IN,"India,Pune",,,,"10,000","10,000","10,000","10,000",,,"Pune, India",1964.0,"9,925",,50%,50%,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
New River Community and Technical College,https://www.unipage.net/en/12661/new_river_community_and_technical_college,US,United States,,,,,,,,,,United States,,,,,,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Dnipro University of Technology,https://www.unipage.net/en/9987/dnipro_university_of_technology,UA,"Ukraine,Dnipro",,,,"2,500","2,500","2,500","2,500",,,"Dnipro, Ukraine",1899.0,"14,999",,,30%,,,,UKR,Ukraine,UA,190741263731.535,9.834,85.2667604023424,99.4300003051758,,
INESEM Business School,https://www.unipage.net/en/9529/inesem_business_school,ES,"Spain,Maracena",,,,,,,,,,"Maracena, Spain",,,,,,,,,ESP,Spain,ES,1722745978335.16,11.394,93.7303466796875,99.6999969482422,2025.0,66.3
Nizhny Novgorod State University of Architecture and Civil Engineering,https://www.unipage.net/en/8051/nizhny_novgorod_state_university_of_architecture_and_civil_engineering,RU,"Russia,Nizhniy Novgorod",,,,"10,000","10,000","10,000","10,000",,,"Nizhniy Novgorod, Russia",1930.0,"6,999",,,,,,,RUS,Russian Federation,RU,2173835806671.66,2.527,60.3891235376867,99.9300003051758,,
Hebei University of Technology,https://www.unipage.net/en/15817/hebei_university_of_technology,CN,"China,Tianjin",,,701.0,,,,,,,"Tianjin, China",1903.0,"30,382",194,,,,,,CHN,China,CN,18743803170827.2,4.571,76.8757843123403,96.7399978637695,2025.0,49.0
Providence College,https://www.unipage.net/en/11039/providence_college,US,"United States,Providence",,,,"57,912","57,912","19,995","19,995",,,"Providence, United States",1917.0,"4,436",,,53%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Frederick University,https://www.unipage.net/en/5274/frederick_university,CY,"Cyprus,Nicosia",,,,"12,500","12,500","12,500","12,500",,,"Nicosia, Cyprus",1965.0,"3,999",,,,,,,CYP,Cyprus,CY,36333022329.4981,5.602,99.0216827392578,98.6800003051758,2025.0,73.2
Universidad Autónoma de Asunción,https://www.unipage.net/en/4466/universidad_aut_noma_de_asunci_n,PY,"Paraguay,Asuncion",,,,,,,,,,"Asuncion, Paraguay",1978.0,"6,565",,,,,,,PRY,Paraguay,PY,44458118399.6669,6.093,37.6179261040957,94.8600006103516,2025.0,65.2
Nizhny Novgorod State Linguistic University N. A. Dobrolyubova,https://www.unipage.net/en/8251/nizhny_novgorod_state_linguistic_university_n_a_dobrolyubova,RU,Russia,,,,"2,500","2,500","2,500","2,500",,,Russia,1937.0,"2,999",,,70%,,,,RUS,Russian Federation,RU,2173835806671.66,2.527,60.3891235376867,99.9300003051758,,
Coburg University of Applied Sciences,https://www.unipage.net/en/6299/coburg_university_of_applied_sciences,DE,"Germany,Coburg",,,,"1,000","1,000","1,000","1,000",,,"Coburg, Germany",1814.0,"3,999",,,,,,,DEU,Germany,DE,4659929336890.62,3.406,78.5947494506836,,2025.0,71.6
Chiangrai Rajabhat University,https://www.unipage.net/en/21655/chiangrai_rajabhat_university,TH,"Thailand,Chiang Rai",,,,,,,,,,"Chiang Rai, Thailand",1992.0,,,,,,,,THA,Thailand,TH,526411265427.683,0.693,44.9845744019321,91.0999984741211,2025.0,60.6
Gyeongsang National University,https://www.unipage.net/en/20951/gyeongsang_national_university,KR,"South Korea,Chinju",,1201.0,901.0,,,,,,,"Chinju, South Korea",,,,45%,,,,,KOR,"Korea, Rep.",KR,1712792854202.37,2.604,106.709167480469,97.9700012207031,,
Curry College,https://www.unipage.net/en/11803/curry_college,US,"United States,Milton",,,,"44,920","44,920","20,000","20,000",,,"Milton, United States",1879.0,"2,023",,,88%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Andean University of Cusco,https://www.unipage.net/en/4553/andean_university_of_cusco,PE,"Peru,Cusco",,,,,,,,,,"Cusco, Peru",1979.0,,,,,,,,PER,Peru,PE,289221969059.853,4.828,71.2404708862305,93.6600036621094,2025.0,65.9
Universidade do Extremo Sul Catarinense,https://www.unipage.net/en/981/universidade_do_extremo_sul_catarinense,BR,"Brazil,Criciuma",,,,"1,000","1,000","1,000","1,000",,,"Criciuma, Brazil",1968.0,"14,999",,,60%,,,,BRA,Brazil,BR,2179412080828.59,7.634,60.3906211853027,94.8005123042056,2025.0,55.1
Nagoya University of Commerce & Business,https://www.unipage.net/en/19228/nagoya_university_of_commerce_business,JP,"Japan,Okazaki",,,,,,,,,,"Okazaki, Japan",1935.0,,,,,,,,JPN,Japan,JP,4026210821146.81,2.563,64.8912200927734,,2025.0,70.2
Azim Premji University,https://www.unipage.net/en/16743/azim_premji_university,IN,"India,Bengaluru",,,,,,,,,,"Bengaluru, India",2010.0,,,,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
Nnamdi Azikiwe University,https://www.unipage.net/en/22752/nnamdi_azikiwe_university,NG,"Nigeria,Awka",,,,"1,000","1,000","1,000","1,000",,,"Awka, Nigeria",1991.0,"33,856",,46%,20%,,,,NGA,Nigeria,NG,187759703099.801,2.989,9.74153350922586,70.4100036621094,2025.0,53.4
Institución Universitaria Politécnico Grancolombiano,https://www.unipage.net/en/3025/instituci_n_universitaria_polit_cnico_grancolombiano,CO,"Colombia,Bogota",,,,,,,,,,"Bogota, Colombia",1980.0,"14,999",,,,,,,COL,Colombia,CO,418542042920.189,9.608,59.2901382446289,95.3399963378906,2025.0,59.8
Russian State Agrarian University K.A.Timiryazev,https://www.unipage.net/en/8007/russian_state_agrarian_university_k_a_timiryazev,RU,"Russia,Moscow",1401.0,,,,,,,,,"Moscow, Russia",1865.0,"5,999",685,,,,,,RUS,Russian Federation,RU,2173835806671.66,2.527,60.3891235376867,99.9300003051758,,
IESP College,https://www.unipage.net/en/1489/iesp_college,BR,Brazil,,,,,,,,,,Brazil,,,,,,,,,BRA,Brazil,BR,2179412080828.59,7.634,60.3906211853027,94.8005123042056,2025.0,55.1
Oral Roberts University,https://www.unipage.net/en/11177/oral_roberts_university,US,"United States,Tulsa",,,,"32,631","32,631","19,995","19,995",,,"Tulsa, United States",1965.0,"4,012",,,78%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Waikato Institute of Technology,https://www.unipage.net/en/366/waikato_institute_of_technology,NZ,"New Zealand,Hamilton",,,,,,,,,,"Hamilton, New Zealand",,,,,,,,,NZL,New Zealand,NZ,260235932558.996,4.869,76.3811416625977,,2025.0,78.1
Tokat Gaziosmanpaşa University,https://www.unipage.net/en/9840/tokat_gaziosmanpa_a_university,TR,"Turkey,Tokat",,1501.0,,306,306,,,,,"Tokat, Turkey",1992.0,"17,758",710,52%,,,,,TUR,Turkiye,TR,1323254808058.74,8.449,127.577972412109,97.2600021362305,,
East Siberian State University of Technology and Management,https://www.unipage.net/en/8142/east_siberian_state_university_of_technology_and_management,RU,"Russia,Ulan-Ude",,,,,,,,,,"Ulan-Ude, Russia",1962.0,,,,,,,,RUS,Russian Federation,RU,2173835806671.66,2.527,60.3891235376867,99.9300003051758,,
College of Applied Science and Art,https://www.unipage.net/en/6203/college_of_applied_science_and_art,DE,"Germany,Hildesheim",,,,"1,000","1,000","1,000","1,000",,,"Hildesheim, Germany",1971.0,"4,999",,,,,,,DEU,Germany,DE,4659929336890.62,3.406,78.5947494506836,,2025.0,71.6
Nihon Fukushi University,https://www.unipage.net/en/19156/nihon_fukushi_university,JP,"Japan,Okazaki",,,,"7,500","7,500","7,500","7,500",,,"Okazaki, Japan",1953.0,"14,999",,,,,,,JPN,Japan,JP,4026210821146.81,2.563,64.8912200927734,,2025.0,70.2
Gwinnett Technical College,https://www.unipage.net/en/12273/gwinnett_technical_college,US,"United States,Lawrenceville",,,,"5,634","5,634",,,,,"Lawrenceville, United States",1984.0,,,,0%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Mohamed Chérif Messaadia University of Souk-Ahras,https://www.unipage.net/en/22094/mohamed_ch_rif_messaadia_university_of_souk_ahras,DZ,"Algeria,Souk Ahras",,,,,,,,,,"Souk Ahras, Algeria",1998.0,,,,,,,,DZA,Algeria,DZ,263619794506.723,11.427,54.4283410150344,75.1399993896484,2025.0,47.5
Texas Southern University,https://www.unipage.net/en/10883/texas_southern_university,US,"United States,Houston",,,,"21,407","21,407","9,997","9,997",,,"Houston, United States",1927.0,"8,632",,,97%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Lesley University,https://www.unipage.net/en/677/lesley_university,US,"United States,Boston",,,,"31,364","31,364","20,000","20,000",,,"Boston, United States",1909.0,"3,258",,,86%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Don Bosco Educational Association AEDB,https://www.unipage.net/en/1212/don_bosco_educational_association_aedb,BR,Brazil,,,,,,,,,,Brazil,,,,,,,,,BRA,Brazil,BR,2179412080828.59,7.634,60.3906211853027,94.8005123042056,2025.0,55.1
Berkeley College-New York,https://www.unipage.net/en/680/berkeley_college_new_york,US,"United States,New York",,,,"28,592","28,592","19,995","19,995",,,"New York, United States",1931.0,"1,578",,,0%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Roger Williams University,https://www.unipage.net/en/10938/roger_williams_university,US,"United States,Bristol",,,,"40,962","40,962","20,000","20,000",,,"Bristol, United States",1956.0,"4,265",,,91%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Kırklareli University,https://www.unipage.net/en/9962/k_rklareli_university,TR,"Turkey,Kirklareli",,,,,,,,,,"Kirklareli, Turkey",2007.0,"8,999",,,,,,,TUR,Turkiye,TR,1323254808058.74,8.449,127.577972412109,97.2600021362305,,
Moscow State University of Civil Engineering,https://www.unipage.net/en/7913/moscow_state_university_of_civil_engineering,RU,"Russia,Moscow",,,,,,,,,,"Moscow, Russia",1921.0,"14,999",,,,,,,RUS,Russian Federation,RU,2173835806671.66,2.527,60.3891235376867,99.9300003051758,,
University of Quindio,https://www.unipage.net/en/2889/university_of_quindio,CO,"Colombia,Armenia",,,,,,,,,,"Armenia, Colombia",1960.0,"14,999",,,,,,,COL,Colombia,CO,418542042920.189,9.608,59.2901382446289,95.3399963378906,2025.0,59.8
Grodno State Agrarian University,https://www.unipage.net/en/4968/grodno_state_agrarian_university,BY,"Belarus,Hrodna",,,,,,,,,,"Hrodna, Belarus",1951.0,,,,,,,,BLR,Belarus,BY,75961865471.9129,3.361,70.1107509145358,99.870002746582,2025.0,48.9
Navarro College,https://www.unipage.net/en/12312/navarro_college,US,"United States,Corsicana",,,,"6,366","6,366",,,,,"Corsicana, United States",,,,,0%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Muhammad Prof. Dr. Hamka University,https://www.unipage.net/en/18046/muhammad_prof_dr_hamka_university,ID,"Indonesia,Jakarta",,,,"2,500","2,500","2,500","2,500",,,"Jakarta, Indonesia",1997.0,"19,999",,,100%,,,,IDN,Indonesia,ID,1396300098190.97,3.3,44.8813034886441,96.0,2025.0,65.2
ICHEC High School,https://www.unipage.net/en/5052/ichec_high_school,BE,"Belgium,Brussels",,,,,,,,,,"Brussels, Belgium",2009.0,,,,,,,,BEL,Belgium,BE,664564181486.953,5.488,82.1475601196289,,2025.0,69.0
Can Tho University,https://www.unipage.net/en/21916/can_tho_university,VN,"Vietnam,Can Tho",,,,,,,,,,"Can Tho, Vietnam",1966.0,"39,999",45,,10%,,,,VNM,Viet Nam,VN,476388230307.175,1.431,37.5923642016718,96.129997253418,,
Technical University of Babahoyo,https://www.unipage.net/en/3324/technical_university_of_babahoyo,EC,"Ecuador,Babahoyo",,,,,,,,,,"Babahoyo, Ecuador",1971.0,,,,,,,,ECU,Ecuador,EC,124676074700.0,4.773,67.8851161961618,96.2600021362305,2025.0,55.8
Chungbuk National University,https://www.unipage.net/en/20957/chungbuk_national_university,KR,"South Korea,Cheongju-si",1001.0,1001.0,701.0,,,,,,,"Cheongju-si, South Korea",1951.0,,,44%,,#1101,#1101,,KOR,"Korea, Rep.",KR,1712792854202.37,2.604,106.709167480469,97.9700012207031,,
National Institute of Technology,https://www.unipage.net/en/16400/national_institute_of_technology,IN,"India,Warangal",,,,,,,,,,"Warangal, India",1959.0,"6,643",332,21%,,,,,IND,India,IN,3912686168582.21,4.202,34.4184659748952,81.6999969482422,2025.0,53.0
